name,yelp_url,review_count,rating,price_rating,year,latitude,longitude,city,region,zipCode,cuisine,url,stars
Sushi_Yasuda,https://www.yelp.com/biz/sushi-yasuda-new-york,2177,4,4,2019,40.75108,-73.97364,New_York,New_York_City,10017,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-yasuda,1
Sushi_Amane,https://www.yelp.com/biz/sushi-amane-new-york?start=40,83,4,4,2019,40.75133,-73.971725,New_York,New_York_City,10017,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-amane,1
Café_Boulud,https://www.yelp.com/biz/cafe-boulud-new-york-4,728,4,4,2019,40.77439,-73.96414,New_York,New_York_City,10021,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/cafe-boulud,1
Claro,https://www.yelp.com/biz/claro-brooklyn,264,4,2,2019,40.677395,-73.98615,New_York,New_York_City,11215,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/claro,1
Satsuki,https://www.yelp.com/biz/satsuki-new-york-3,50,4,4,2019,40.801243,-73.95187,New_York,New_York_City,10036,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/satsuki,1
Sushi_Noz,https://www.yelp.com/biz/sushi-noz-new-york,157,4.5,4,2019,40.77384,-73.958275,New_York,New_York_City,10075,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-noz,1
Sushi_Inoue,https://www.yelp.com/biz/sushi-inoue-new-york,130,4,4,2019,40.810448,-73.943726,New_York,New_York_City,10027,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-inoue,1
Meadowsweet,https://www.yelp.com/biz/meadowsweet-brooklyn,442,4,3,2019,40.710354,-73.96317,New_York,New_York_City,11212,Mediterranean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/meadowsweet,1
Casa_Enríque,https://www.yelp.com/biz/casa-enrique-long-island-city,1335,4,2,2019,40.743492,-73.95425,New_York,New_York_City,11101,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/casa-enrique,1
Peter_Luger,https://www.yelp.com/biz/peter-luger-brooklyn-2,6199,4,4,2019,40.70986,-73.96263,New_York,New_York_City,11211,Steakhouse,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/peter-luger,1
Oxomoco,https://www.yelp.com/biz/oxomoco-brooklyn-2,439,4,3,2019,40.730057,-73.95538,New_York,New_York_City,11222,Mexican,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/oxomoco,1
The_Finch,https://www.yelp.com/biz/the-finch-clinton-hill,196,4,3,2019,40.68704,-73.96297,New_York,New_York_City,11238,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-finch,1
Faro,https://www.yelp.com/biz/faro-brooklyn,300,4,3,2019,40.707584,-73.923035,New_York,New_York_City,11237,American,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/faro,1
Blue_Duck_Tavern,https://www.yelp.com/biz/blue-duck-tavern-washington,2507,4,3,2019,38.905373,-77.05128,Washington_DC,Washington_DC,20037,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/blue-duck-tavern,1
Tail_Up_Goat,https://www.yelp.com/biz/tail-up-goat-washington,731,4.5,3,2019,38.9235,-77.043274,Washington_DC,Washington_DC,20009,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/tail-up-goat,1
Komi,https://www.yelp.com/biz/komi-washington,746,4.5,4,2019,38.910107,-77.03836,Washington_DC,Washington_DC,20036,Mediterranean,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/komi,1
Sushi_Taro,https://www.yelp.com/biz/sushi-taro-washington,1482,4,4,2019,38.909992,-77.03834,Washington_DC,Washington_DC,20036,Japanese,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/sushi-taro,1
Plume,https://www.yelp.com/biz/plume-washington,272,4,4,2019,38.906,-77.03671,Washington_DC,Washington_DC,20036,European,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/plume,1
Siren_by_RW,https://www.yelp.com/biz/siren-by-rw-washington,118,4,3,2019,38.907776,-77.035446,Washington_DC,Washington_DC,20005,Seafood,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/siren-by-rw,1
Bresca,https://www.yelp.com/biz/bresca-washington,360,4.5,4,2019,38.91584,-77.0321,Washington_DC,Washington_DC,20000,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/bresca,1
The_Dabney,https://www.yelp.com/biz/the-dabney-washington,757,4.5,4,2019,38.906292,-77.024666,Washington_DC,Washington_DC,20001,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-dabney,1
Métier,https://www.yelp.com/biz/m%C3%A9tier-washington-4,71,4,4,2019,38.903503,-77.0218,Washington_DC,Washington_DC,20001,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/metier,1
Kinship,https://www.yelp.com/biz/kinship-washington,464,4.5,4,2019,38.903282,-77.0218,Washington_DC,Washington_DC,20001,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/kinship,1
Fiola,https://www.yelp.com/biz/fiola-washington,772,4,4,2019,38.89416,-77.02032,Washington_DC,Washington_DC,20004,Italian,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/fiola,1
Masseria,https://www.yelp.com/biz/masseria-washington-2,387,4,4,2019,38.909504,-76.99908,Washington_DC,Washington_DC,20002,Italian,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/masseria,1
Rose's_Luxury,https://www.yelp.com/biz/roses-luxury-washington,2068,4.5,4,2019,38.88064,-76.99515,Washington_DC,Washington_DC,20003,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/rose-s-luxury,1
Smyth,https://www.yelp.com/biz/smyth-chicago,232,4,4,2019,41.885,-87.660736,Chicago,Chicago,60607,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/smyth,2
Oriole,https://www.yelp.com/biz/oriole-chicago,326,4.5,4,2019,41.886196,-87.64513,Chicago,Chicago,60661,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/oriole,2
Acadia,https://www.yelp.com/biz/acadia-chicago,508,4,4,2019,41.85904,-87.62562,Chicago,Chicago,60616,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/acadia,2
L'Atelier_de_Joël_Robuchon,https://www.yelp.com/biz/l-atelier-de-jo%C3%ABl-robuchon-new-york-5,144,4.5,4,2019,40.742905,-74.00769,New_York,New_York_City,10011,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/l-atelier-de-joel-robuchon562505,2
Jungsik,https://www.yelp.com/biz/jungsik-new-york,681,4.5,4,2019,40.718685,-74.00911,New_York,New_York_City,10013,Korean,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jungsik,2
Atera,https://www.yelp.com/biz/atera-new-york,296,4.5,4,2019,40.716797,-74.00565,New_York,New_York_City,10013,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/atera,2
Jean-Georges,https://www.yelp.com/biz/jean-georges-new-york-2,1930,4,4,2019,40.76907,-73.98155,New_York,New_York_City,10023,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/jean-georges,2
Marea,https://www.yelp.com/biz/marea-new-york,2203,4,4,2019,40.76749,-73.98114,New_York,New_York_City,10019,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/marea,2
Gabriel_Kreuther,https://www.yelp.com/biz/gabriel-kreuther-new-york,539,4.5,4,2019,40.75397,-73.982025,New_York,New_York_City,10036,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2
Ichimura_at_Uchū,https://www.yelp.com/biz/restaurant-ichimura-new-york,4,4.5,4,2019,40.721832,-73.99012,New_York,New_York_City,10002,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2
Sushi_Ginza_Onodera,https://www.yelp.com/biz/sushi-ginza-onodera-new-york-2,211,4.5,4,2019,40.752396,-73.981575,New_York,New_York_City,10017,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2
Ko,https://www.yelp.com/biz/momofuku-ko-new-york-3,341,4.5,4,2019,40.72909,-73.98448,New_York,New_York_City,10003,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2
The_Modern,https://www.yelp.com/biz/the-modern-new-york-3,1051,4.5,4,2019,40.76106,-73.97628,New_York,New_York_City,10019,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2
Aquavit,https://www.yelp.com/biz/aquavit-new-york,803,4,4,2019,40.76078,-73.97214,New_York,New_York_City,10022,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,2
Daniel,https://www.yelp.com/biz/daniel-new-york-4,1715,4.5,4,2019,40.7666,-73.96745,New_York,New_York_City,10065,French,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2
Aska,https://www.yelp.com/biz/aska-brooklyn-3,118,4.5,4,2019,40.71222,-73.96642,New_York,New_York_City,11249,Scandinavian,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,2
Blanca,https://www.yelp.com/biz/blanca-brooklyn,167,4,4,2019,40.70492,-73.93354,New_York,New_York_City,11206,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2
minibar,https://www.yelp.com/biz/minibar-by-jos%C3%A9-andr%C3%A9s-washington-7,357,4.5,4,2019,38.896294,-77.02386,Washington_DC,Washington_DC,20004,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2
Pineapple_and_Pearls,https://www.yelp.com/biz/pineapple-and-pearls-washington-3,367,4.5,4,2019,38.880707,-76.99514,Washington_DC,Washington_DC,20003,Contemporary,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2
Alinea,https://www.yelp.com/biz/alinea-chicago,2376,4.5,4,2019,41.91328,-87.64798,Chicago,Chicago,60614,Contemporary,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,3
Masa,https://www.yelp.com/biz/masa-new-york,364,4,4,2019,40.76855,-73.98335,New_York,New_York_City,10019,Japanese,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3
Per_Se,https://www.yelp.com/biz/per-se-new-york,1721,4.5,4,2019,40.76828,-73.98292,New_York,New_York_City,10019,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3
Le_Bernardin,https://www.yelp.com/biz/le-bernardin-new-york,2658,4.5,4,2019,40.76177,-73.98223,New_York,New_York_City,10019,Seafood,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3
Eleven_Madison_Park,https://www.yelp.com/biz/eleven-madison-park-new-york,2263,4.5,4,2019,40.7417,-73.98712,New_York,New_York_City,10010,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,3
Chef's_Table_at_Brooklyn_Fare,https://www.yelp.com/biz/chefs-table-at-brooklyn-fare-new-york,574,4.5,4,2019,40.68872,-73.98581,New_York,New_York_City,10018,Contemporary,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,3
The_Inn_at_Little_Washington,https://www.yelp.com/biz/the-inn-at-little-washington-washington-4,548,4.5,4,2019,38.713623,-78.16208,Washington_DC,Washington_DC,22747,American,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3
