name,yelp_url,review_count,rating,price_rating,year,latitude,longitude,city,region,zipCode,cuisine,url,stars
Chez_TJ,https://www.yelp.com/biz/chez-tj-mountain-view?osq=Chef+Tj,735,4,4,2019,37.39468,-122.08044,South_San_Francisco,California,94041,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/chez-tj,1
Protégé,https://www.yelp.com/biz/prot%C3%A9g%C3%A9-palo-alto-2?osq=protege,348,4.5,4,2019,37.427853,-122.14362,South_San_Francisco,California,94301,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/protege,1
Madera,https://www.yelp.com/biz/madera-menlo-park?osq=madera,886,3.5,3,2019,37.42014,-122.21151,San_Francisco,California,94025,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/madera,1
The_Village_Pub,https://www.yelp.com/biz/the-village-pub-woodside?osq=The+Village+Pub,1088,4,4,2019,37.42897,-122.25178,San_Francisco,California,94062,Contemporary,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-village-pub,1
Plumed_Horse,https://www.yelp.com/biz/plumed-horse-saratoga?osq=Plumed+Horse,1244,4,4,2019,37.25648,-122.03537,South_San_Francisco,California,95070,Contemporary,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/plumed-horse,1
Wakuriya,https://www.yelp.com/biz/wakuriya-san-mateo,535,4.5,4,2019,37.52114,-122.3366,San_Francisco,California,94402,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/wakuriya,1
Sushi_Yoshizumi,https://www.yelp.com/biz/sushi-yoshizumi-san-mateo,318,4.5,4,2019,37.565075,-122.3211,San_Francisco,California,94401,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/sushi-yoshizumi,1
Maum,https://www.yelp.com/biz/maum-palo-alto?osq=maum,63,4.5,4,2019,37.72669,-122.414215,South_San_Francisco,California,94101,Korean,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/maum,1
Aster,http://www.yelp.com/biz/aster-san-francisco,384,4,4,2019,37.755054,-122.423134,San_Francisco,California,94110,Californian,https://guide.michelin.com/us/en/california/san-francisco/restaurant/aster,1
Omakase,https://www.yelp.com/biz/omakase-san-francisco,552,4.5,4,2019,37.77077,-122.40298,San_Francisco,California,94103,Japanese,https://guide.michelin.com/us/en/california/san-francisco/restaurant/omakase,1
