name,year,latitude,longitude,city,region,zipCode,cuisine,price_range,url,stars
Gabriel_Kreuther,2019,40.75397,-73.982025,New_York,New_York_City,10036,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/gabriel-kreuther,2
Ichimura_at_Uchū,2019,40.721832,-73.99012,New_York,New_York_City,10002,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ichimura-at-uchu,2
Sushi_Ginza_Onodera,2019,40.752396,-73.981575,New_York,New_York_City,10017,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/sushi-ginza-onodera,2
Ko,2019,40.72909,-73.98448,New_York,New_York_City,10003,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/ko,2
The_Modern,2019,40.76106,-73.97628,New_York,New_York_City,10019,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/the-modern,2
Aquavit,2019,40.76078,-73.97214,New_York,New_York_City,10022,Scandinavian,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aquavit,2
Daniel,2019,40.7666,-73.96745,New_York,New_York_City,10065,French,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/daniel,2
Aska,2019,40.71222,-73.96642,New_York,New_York_City,11249,Scandinavian,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/aska,2
Blanca,2019,40.70492,-73.93354,New_York,New_York_City,11206,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/blanca,2
minibar,2019,38.896294,-77.02386,Washington_DC,Washington_DC,20004,Contemporary,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/minibar,2
Pineapple_and_Pearls,2019,38.880707,-76.99514,Washington_DC,Washington_DC,20003,Contemporary,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/pineapple-and-pearls,2
Manresa,2019,37.22761,-121.98071,South_San_Francisco,California,95030,Contemporary,4,https://guide.michelin.com/us/en/california/south-san-francisco/restaurant/manresa,3
Benu,2019,37.78521,-122.39876,San_Francisco,California,94105,Asian,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/benu,3
Quince,2019,37.79762,-122.40337,San_Francisco,California,94133,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/quince,3
Atelier_Crenn,2019,37.79835,-122.43586,San_Francisco,California,94123,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/atelier-crenn,3
The_French_Laundry,2019,38.40443,-122.36474,San_Francisco,California,94599,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-french-laundry,3
The_Restaurant_at_Meadowood,2019,38.52025,-122.46479,San_Francisco,California,94574,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/the-restaurant-at-meadowood,3
SingleThread,2019,38.612164,-122.869705,San_Francisco,California,95448,Contemporary,4,https://guide.michelin.com/us/en/california/san-francisco/restaurant/singlethread,3
Alinea,2019,41.91328,-87.64798,Chicago,Chicago,60614,Contemporary,4,https://guide.michelin.com/us/en/illinois/chicago/restaurant/alinea,3
Masa,2019,40.76855,-73.98335,New_York,New_York_City,10019,Japanese,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/masa,3
Per_Se,2019,40.76828,-73.98292,New_York,New_York_City,10019,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/per-se,3
Le_Bernardin,2019,40.76177,-73.98223,New_York,New_York_City,10019,Seafood,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/le-bernardin,3
Eleven_Madison_Park,2019,40.7417,-73.98712,New_York,New_York_City,10010,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/eleven-madison-park,3
Chef's_Table_at_Brooklyn_Fare,2019,40.68872,-73.98581,New_York,New_York_City,10018,Contemporary,4,https://guide.michelin.com/us/en/new-york-state/new-york/restaurant/chef-s-table-at-brooklyn-fare,3
The_Inn_at_Little_Washington,2019,38.713623,-78.16208,Washington_DC,Washington_DC,22747,American,4,https://guide.michelin.com/us/en/washington/washington-dc/restaurant/the-inn-at-little-washington,3
